,CAGR,Vol,Sharpe,MaxDD,Calmar,HitRate
Optimized,0.40596950716292635,0.3527150982596873,1.1509842055666113,-0.4820908412279564,0.8421016796935246,0.6372549019607843
Equal-Weight,0.3013941583540623,0.21959735804332606,1.3724853570106497,-0.23993068175839816,1.2561718082289939,0.7058823529411765
